Id,Text,Trinary,Source
934,"""Einstein believed in God, you doubt his existance, its obious that you're being foolish right now.""",-1,
935,i am so turned on right now i'm going to explode. thank you for this video. 8-]```,-1,
936,I never saw anybody working that fast at the boat school.,0,
937,"""Troi, ban khen thiet hay gia bo vay? Muon cam on ban lam nhung khong biet ban khen that hay khen deu.""",0,
938,@iissyy123 Give Chris a little credit. It was his first time on the camera end and I think he did a good job. Thanks for the info and catch ya later.,1,
939,FREE MY BOI BOOSIE.........,0,
940,"""very very very very nice video add me on gunbound and gunbound, drift, and if u play luminary""",1,
941,"""@Doza8791 good too see another TRUE metallica fan! There are certain songs I dont favor but I agree with you, REAL fabns are with metallica for the ride from Metal up your ass to Death Magnetic !!""",1,
942,"""love this. great scampering music. (right, Karen??) thanks Barbara its a joy to revisit these with the lovely images""",1,
943,6.2 engines do have there weaknesses like overheating but u can upgrade the fan and coolent system. also the heads are known to get spider cracks in them. and cranks break from the harmonic balencer rubber rotting away throwing it off balance. and people put in stud girdles on the lower end to prevent main bearing web cracks. i know people put in gear drives to replace the timing chains too. as for the 86 sub it cracks on the frame where the steering box bolts on. but theres a brace to fix that.,-1,
944,Burnout Legends/Revenge FTW!,-1,
945,Salaam,0,
946,xD I love them. And the midnight ramblers,1,
947,@mbt9000 I really don't know but when it does ill put in a new serial key im sure there be more serials key in the future,-1,
948,anyone who knos bout lockerz pm me ur email and i'll invite you,0,
949,they're awesome<33333,1,
950,Presvetli Pavle ...,0,
951,"""Pasa el tiempo y uno ya no es un chiquillo. Como adulto joven apreciaba el estilo picaresco de los Troveros Criollos pero como un duo, Garland-Perez. Sin embargo, en mi mente me titileaban los nombres de Pejovez y Ladd. Esta marinera del maestro Manuel Acosta, ha terminado por confirmar mis lejanos recuerdos. Que epoca la de los cincuenta en el siglo pasado. Cuanta musica criolla se hizo, cuantos conjuntos, solistas, compositores y autores alcanzaron la gloria. Viva la musica criolla carajo!""",-1,
952,yay my eyes wont roll away!,1,
953,hair grew in a hour !! funny looks cute!,1,
954,Aww Armaan's so sweet it was so cute how he interacted with Minnie! :D,1,
955,This is an awesome woman of God. I am truly inspired to do what God is requiring of me for such a time as this.,1,
956,dr.weaver is just plain mean..,0,
957,i really miss him today was the day the four jt kids died and it madde me tthink of paul and his amazing small i love u dude i hope i can talk to u soon again,-1,
958,love him his sooo gud,1,
959,ummmmmmmmmmmm!,0,
960,This is some boring crap. No wonder the youth in America are uninterested in politics.,-1,
961,"""like this stuff isn't market driven? also, since when has size, thickness of paint, all that """"grand"""" oily urgency, ever been an index of how good a painting is...oy.""",1,
962,He could be right here. I think its too early to buy commodities here though,0,
963,"""Okay, even his own brother suspected him while he suspected his brother. So even though it hurts that Duen suspects, she really can't be blamed, especially since she HASN'T known him that long (like his brother has) and he refuses to explain stuff to her.! arg. But, I still find her pushiness a little annoying. I don't care about her believing him, but I wish she'd believe HER brother's prediction. oh well...""",-1,
964,"""@gokory no, I do not add water until day 18... If you have an automatic egg turner, you would be removing that on the 18th day and the developing eggs would be placed on the screen bottom, water would be in the trough beneath the wire screen. It does not""",0,
965,"""that is pretty damn kewl,, who woulda thought a huge aluminium bridge tough enough to support a abrams! sweeeet""",1,
966,@iimoneysignsii ,0,
967,bitch is crazy!,-1,
968,"""@vinny1010 this means an even worse scenario of hyperinflation here. I agree it would give those who see what is happening time to prepare, but lets not forget that the longer this goes on the worse our problems will be when it is finally over.""",-1,
969,"""He was almost stopped, and too slow to take off.""",0,
970,do they sell it in stores?,0,
971,lmao hahahaha,1,
972,Hell yes. Thank you for uploading this video.,-1,
973,"""saw this last night...AMAZING!! really, they all did such a great job!!! i'd go see it over and over again!!!""",1,
974,those pics of izzi murder is very nice i wish i could meet her great video and good coise of song u picked for the video,-1,
975,"""Check out DNA activation synchronicity, that's no maybe. The Universe is NOT a """"giant maybe""""- read about Unified Field Theory - Youtube search Nassim Haramein's work. The time is always NOW, you are not random and """"maybe"""".""",0,
976,I've seen this shelter and it's wonderful. So much TLC for all the cats.,1,
977,i put bon wen in a table of conlangs in the 'conlang' article on wikipedia but it removed it :(,-1,
978,my hardware installer doesnt detect it.,0,
979,Agreed everyone!! JUST LOVE IT~~,1,
980,thank god for the BBC,1,
981,"""@EvanEatsPie -.- It's from audioswap lol, and what's wrong with My Shooter!?! >:O""",-1,
982,"""also it's muted sirens, not a new siren. (source, lyrics in the book of lyrics with the limited edition album)""",-1,
983,i love ha so much,1,
984,weird....,-1,
985,"""1 thing plus a 2nd thing equals a third thing,yes. i saw this long ago. peace""",0,
986,"""damn Chris! Just when I thought Cosmo was my favorite song from you, I come across this and now I can't decide. Another great original song! And after a second listen, I realized """"six lane highway"""" was a very clever metaphor haha AWESOME. Can't wait to hear more originals!""",1,
987,I agree with you,0,
988,pedicure chairs looks uncomfortable &+ no massage..,-1,
989,And another thing: Where do you find these washers? Lowes and Home Depot DOES NOT CARRY these washers. I spent a half of day and about a half of a tank of gas to find a 25 cents washer. God have mercy on my soul.,-1,
990,that glass looks like itd really be painful for a human face X(,-1,
991,Just absolutely beautiful.,1,
992,...Morning Musume ft. Captain Falcon XDMan you are the master of H!P remixes.,0,
993,this is my 1st favorite boondox song my 2nd favorite song is sippin,1,
994,4:50 kid gets EMP in care package =),1,
995,"""youre work is amazing. actually, at school we are doing a thing for """"a person you would like to teach at your school and why"""" normally, when writing i rush through (about 3 lines at the most), but when writing about mark crilley i go half a page!""",1,
996,Very nice!,1,
997,Superb on the live set too - a great song. SImone Felice has put together a great band - so good to hear his heart ticking!,1,
998,this song is pretty good this is a good song so ill put it in my ipod..........,1,
999,"""Actually, they were not made for children, but for the general public as a more affordable way to buy records. They were produced between 1914-1923. If you check out Little Wonder # 249 I have on here, there's a lot of background and history of these great records I added with that song. Thanks for listening!""",1,
1000,"""STOP SITTING ON THE BILL AND BE A AMERICAN! WE NEED A SENETOR AND SENATE THAT WILL STOP THE HOA IN TEXAS AND MAKE US A PART OF THE UNITED STATES AGAIN, HOA IS UN AMERICAN!""",0,
1001,"""When he said Melee was better he was obviously talking about gameplay. Yes Brawl owns Melee when it comes to features. However Classic, Allstar, Event Match and ESPECIALLY Targets were butchered in Brawl. You can't even use online against Melee anyway because Brawl was a duel laired disk and the gamecube didn't have Wifi connection. Okay here's where Brawl dies in my eyes. The gameplay...IT WAS NOOBED! FOR THE CASUAL GAMERS! Almost all of the hitstun was removed, and they added tripping, and...""",-1,
1002,"""lol,SHUT UP!!!writer rage""",-1,
1003,Cuireann an fh?st?ip gliondar ar mo chro?. Caighde?n ard taifeadta agus an t-?bhar thar a bheith suimi?l. Maith sibh a chail?n?!,0,
1004,"""This car is fantastic! I drove one last week and absolutely loved it! It looks gorgeous, rides so well and is so nippy for a 1.0-litre you don't need anything else! Go for the 1.0-litre manual and you won't even have to pay road tax! Brilliant!""",1,
1005,@Turnback Good response.,1,
1006,Yes but losing doesnt mean dying. The Japanese had a code of honour. They WOULD win or die trying. Terrifying and Brave. Dont say cowardly as its ANYTHING but.,-1,
1007,Great !!,1,
1008,"""y didnt joe get sick? i thought he was closer 2 nick, but glad they always try 2 be healthy""",-1,
1009,"""thats coming from a fag who sings into a camera in his bedroom! lol i captured this in the gym as my heaviest squat, and i was quit pleased with myself but never considered weight training as being a homosexual activity until now! so thanks for that i will call it a day and take up something more manly like playing the banjo, acoustic guitar, singing or perhaps ballet. only joking your songs aren't bad had i little listen :-)""",1,
1010,to hear this song make me go up and dance to the music.Love tradition Khmer dance(Ramvong).,1,
1011,imma marry her!,0,
1012,allah yarahmou l'algerie makhdou3a.???,0,
